PV1READ,Female,ESCS,METASUM,PERFEED,HOMEPOS,ADAPTIVITY,TEACHINT,ICTRES,JOYREAD,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,SWBP,MASTGOAL,BELONG,SCREADCOMP,SCREADDIFF,PISADIFF
469.316,Female,0.054,0.98,-1.256,-0.0247,-1.4537,-1.471,2.6563,-1.793,1.0844,0.1956,0.6291,0.1097,0.7301,-0.4347,-0.3184,-0.4419,-1.126,-1.272
560.183,Female,0.8619,1.36,0.7743,0.3554,1.1813,1.3209,0.8707,0.3568,0.0281,-0.0326,-1.3356,1.0109,0.1038,-0.5589,0.3692,0.1919,0.409,-1.272
363.386,Male,-0.7179,0.21,0.5121,0.0678,0.4572,0.1744,0.9356,-0.7215,1.0844,-0.2047,-0.7233,0.1097,-0.5928,0.5761,-0.4415,0.1222,-0.0697,0.9672
550.605,Male,0.6152,-1.72,2.0165,0.1775,0.1041,-0.5905,0.333,0.1984,-2.5375,2.0054,1.8164,-0.687,-0.5928,1.8524,-0.3184,1.8839,-0.0697,0.2705
640.784,Female,1.4161,0.98,2.0165,2.0701,2.0073,1.8245,1.7421,1.7513,1.0844,-0.2661,1.1448,-1.2319,1.2386,1.4751,0.6818,0.1222,0.0755,-0.2888
548.396,Female,1.4227,0.59,0.5121,1.4986,-1.4494,-0.8687,0.4545,1.3052,1.0844,-2.345,-0.1015,-0.3799,-0.5928,0.5761,-0.6843,1.2374,-0.524,0.2705
433.768,Male,-0.123,0.21,2.0165,-1.3255,2.0073,1.8245,-0.8694,0.4649,1.0844,-2.345,-2.7365,1.0109,1.2386,1.8524,2.7249,1.8839,-1.8876,-1.272
659.161,Female,0.748,0.59,1.0179,-0.0274,0.1915,0.1744,0.1118,2.6131,1.0844,0.1956,-0.6545,1.8905,-0.5928,0.5761,-0.9836,1.8839,-0.0697,-1.272
510.534,Female,1.3071,0.59,-1.6391,0.717,-0.5786,-1.2518,0.333,1.7513,1.0844,0.1244,1.8164,0.4637,0.6502,1.1969,-0.3184,1.8839,-0.6311,-1.272
483.465,Male,-1.0186,0.21,0.9044,-1.3821,0.4599,0.1744,-0.94,-0.7637,0.0321,-0.5707,-0.7233,0.1097,-0.5928,-0.4347,0.6818,-0.4089,-0.0697,-0.2888
502.131,Male,1.7926,0.59,-1.256,2.3248,0.7368,-0.3689,2.6563,0.9683,1.0844,1.1811,-0.1015,1.8905,0.7301,0.5761,-0.0553,1.8839,-1.126,-1.272
692.935,Female,-0.1694,-0.18,2.0165,0.1097,1.323,1.8245,0.2213,0.638,-0.6583,-0.2661,-1.3246,0.8207,-0.5928,-0.4347,-0.3184,0.1222,0.409,0.2705
336.826,Female,0.3108,-1.72,0.7743,0.8814,-0.5786,-1.0615,0.4826,-1.9715,1.0844,-1.5513,-1.7067,0.9109,-3.0666,1.008,0.3401,-0.4419,-0.0697,0.2705
597.552,Female,0.6207,0.98,0.7743,0.0727,-0.1716,0.1744,0.6901,-2.7114,1.0844,0.7871,1.8164,0.4637,-0.5928,0.1123,-0.3184,-0.4089,0.9065,0.2705
540.371,Female,-0.8558,1.36,-0.3253,-0.3735,0.4572,0.9684,0.333,-0.2704,-0.6583,-0.2661,-0.1015,-0.687,1.2386,0.3468,-0.3184,0.1222,0.409,0.2705
641.817,Male,-0.8351,-0.18,2.0165,-0.876,0.7397,0.1744,-0.4311,2.0787,1.0844,-0.2047,0.6291,1.8905,-2.4967,1.8524,-1.186,0.1222,-1.126,-0.8863
510.882,Male,0.7462,-0.57,0.9397,-0.294,-1.0504,0.1744,-0.336,-0.1542,-0.6583,-0.2047,-0.1015,0.4637,-1.566,-1.3162,-1.186,1.566070977,-0.524,-0.4021
592.908,Male,0.9169,0.98,-0.6555,-0.1459,-0.9246,1.8245,0.1042,0.2694,-0.6198,0.7871,-0.1015,0.052,1.2386,-0.8444,-0.3184,0.1222,0.409,-0.7816
481.62,Male,-2.0186,-1.72,-0.9181,-3.113,-1.4494,-1.6837,-2.3112,-2.7114,0.0042,-2.345,-2.7365,-1.8939,-0.5928,-1.1295,-1.1464,1.8839,-1.8876,-0.6451
381.898,Male,-0.3358,-1.34,-0.3253,-0.0261,-0.6894,-0.8687,-0.3918,-0.7553,-0.6583,0.1956,-1.3692,-0.687,-1.3959,-1.3162,-0.4415,-0.4419,0.409,0.2705
503.954,Female,-0.4064,0.21,-1.6391,-0.8101,-2.2652,0.1744,-0.112,-0.4556,1.0844,0.1956,-0.1015,0.4637,0.7301,0.5761,-0.5878,-0.7391,0.9065,0.2705
526.775,Male,-0.1122,-0.57,1.0179,-1.8255,0.5437,0.636,-0.8794,0.2493,1.0844,1.1811,-0.1015,-1.8939,1.2386,0.0337,1.4903,0.1222,0.5082,1.0453
419.213,Male,-2.8614,-0.57,0.299,-1.6897,-0.1716,-0.2934,-0.8794,-1.4526,1.0844,-0.2661,0.019657649,-0.3799,-0.5928,-0.2151,-0.5797,-1.0985,-0.0697,0.2705
290.096,Female,0.0858,0.59,-1.6391,-0.4301,-2.2652,-2.2177,-0.8016,0.638,1.0844,-1.7009,-2.7365,-0.687,0.1038,1.8524,0.4402,0.1222,-0.0697,-1.272
354.166,Male,-2.0859,-0.95,0.2012,-1.5099,0.4546,0.5665,-0.5742,0.5915,-0.6583,0.1956,-1.071,0.8794,0.1869,-0.3152,-0.2112,1.8839,0.9065,1.6524
368.667,Male,0.6081,-0.57,0.5121,-0.0522,0.3721,-0.537,0.0895,-0.5753,-0.7025,-0.5229,-0.7233,0.669238535,0.7301,-0.4684,-1.0072,0.0523,0.8812,0.8232
403.867,Female,-0.405,-0.18,2.0165,0.3786,2.0073,-0.2934,-0.1536,0.3379,-2.5375,0.7871,-0.1015,1.4083,0.7301,0.5761,-0.0692,0.1222,0.795,0.8232
435.886,Female,-0.0341,0.21,1.5844,-0.7012,0.8329,0.1744,-0.3629,-0.1042,1.0844,2.0054,-0.1015,0.052,0.6502,1.8524,0.3018,0.1222,0.409,0.2705
364.271,Male,1.0328,0.59,1.5844,0.5224,0.836,0.6797,0.6901,-1.1538,-0.6583,1.1811,-0.1015,-0.687,0.7301,0.3468,0.9517,-0.4089,-0.0697,0.2705
311.581,Male,0.7521,-0.57,2.0165,-0.3427,0.1067,0.1744,-0.6231,-1.6062,1.0844,1.2643,0.487,0.8794,0.738267888,1.1101,0.6738,1.1971,-0.524,0.2705
416.302,Female,1.1574,-1.72,-0.3253,1.0509,0.5464,0.3684,0.5236,-2.7114,1.0844,-0.5707,-0.1015,1.4083,0.7301,-0.4347,-1.714,-1.4439,2.7752,0.2705
351.157,Female,-0.4908,0.21,-1.1311,-0.8022,-2.2652,0.1744,-0.3629,0.0127,0.0321,-2.345,-0.1015,0.4637,1.2386,0.5761,-0.5772,0.1222,1.2421,1.6524
450.537,Male,0.739,-1.72,2.0165,0.9604,2.0073,0.1744,0.5447,0.2864,1.0844,0.1956,-0.1015,0.4637,-1.1176,-0.4347,-0.8997,0.1222,0.409,0.2705
381.317,Female,-1.4494,0.59,0.5121,-0.3447,0.1941,1.3209,-0.3918,0.638,1.0844,-1.3898,0.487,0.8794,0.1038,1.8524,-0.3329,1.1971,0.8207,0.2705
416.11,Female,-0.9541,-0.18,1.251,0.0506,0.8329,1.0307,0.3692,-0.3148,1.0844,0.992,1.8164,-1.2792,0.6502,1.8524,-0.2897,1.8839,-0.1817,-0.4021
380.447,Female,-1.8214,-1.34,-0.6555,-2.4406,-0.0791,-0.5905,-2.2287,-0.0872,1.0844,-0.9792,-0.1015,-0.3799,-1.566,-0.4347,-1.186,-0.4089,0.409,0.2705
451.172,Male,-0.4687,-0.57,-0.3253,-0.1437,-0.5786,-0.8687,-0.1536,-1.2605,-0.6583,0.7871,-1.071,-0.687,-0.5928,-0.4347,-0.2062,0.1222,-1.0064,1.991558354
313.553,Male,0.415,-0.95,-0.3253,-0.2338,-1.0467,-0.8687,-0.4328,-0.4556,0.0042,0.1956,-0.1015,0.4637,-0.5928,-0.8444,-1.186,-0.849,0.409,3.0064
432.814,Male,-0.7028,0.98,0.7743,-0.9537,1.1853,0.1744,-1.4787,-0.2704,0.4667,0.7871,-0.772,1.4083,-1.6203,-0.8444,-1.1206,1.8839,-1.1635,0.2705
586.16,Female,-1.5234,-0.57,-0.99,-1.3894,-0.2644,-0.2934,-0.3629,-0.3624,-0.6583,-0.2661,-1.3692,0.4637,-0.5928,-1.3162,-0.976,-1.3543,2.7752,1.9717
596.229,Female,-0.3829,-0.57,-1.256,-0.0102,0.2783,1.8245,-0.7308,2.6131,-0.6117,0.6314,0.9982,1.3423,-1.1176,1.8524,-1.4823,1.8839,-1.8876,-1.272
532.395,Female,-0.223,-1.72,-1.256,-0.4057,-0.9282,-1.3953,0.5236,-0.9016,1.0844,2.0054,1.8164,-1.716819917,1.2386,1.8524,2.7249,1.8839,-1.8876,-1.272
526.408,Male,-1.8785,0.59,0.2682,-1.4262,-0.686,-0.3689,-1.8646,1.3052,0.4667,-0.5707,-0.1015,0.4637,-0.5928,0.0006,-0.3184,1.8839,-1.1635,-0.5536
423.487,Male,0.6874,0.98,1.5844,-0.0345,-0.1687,0.1744,1.2943,-1.4526,0.0321,-2.345,0.5693,-1.8939,-0.5928,0.5761,2.7249,-0.5485,-1.0064,-1.272
449.424,Female,-0.5307,1.36,-0.3253,-0.1802,-0.5786,0.1744,-0.281,0.1499,1.0844,-0.9792,-0.1015,-0.687,1.2386,0.8347,-0.3184,0.1222,1.2421,0.8232
523.873,Male,-0.2996,-1.72,0.7743,-1.059,-0.6894,-0.6413,0.333,-0.8604,1.0844,0.6314,0.5693,1.8905,-0.5928,0.3468,-0.6913,-1.2042,1.5715,0.2705
385.33,Female,-0.7157,-0.18,-0.3253,-0.6665,-0.9282,-1.0615,-0.112,-1.6062,1.0844,-2.345,-0.1015,1.8905,0.584214133,1.8524,-0.8164,-1.4439,0.8207,-0.4143
364.001,Male,-0.308,-0.18,1.0179,-0.932,0.1041,0.2598,-0.3918,-0.8176,0.0281,0.1956,-0.6545,-0.2006,-0.5928,-0.2151,0.0348,-0.825,-0.0697,0.2705
394.486,Female,-1.3829,-0.57,-0.9181,-1.2173,-0.1687,-0.4141,-1.1562,-0.2704,-1.1638,-1.1146,-1.3692,0.4637,-0.5928,0.8347,-1.6203,-0.4419,-0.0697,1.1904
412.203,Female,-0.8761,0.21,1.458,-0.4079,-0.1716,0.636,0.0895,-0.2704,1.0844,-0.733,0.6291,-0.2006,0.1869,1.8524,-1.186,-0.4089,1.3451,0.2705
508.9,Female,0.6898,0.59,1.0179,-0.281,0.3721,0.9684,-0.1536,0.2864,1.0844,-0.2661,0.9982,0.4637,1.2386,0.5761,-0.0692,0.402,-0.524,0.2705
575.229,Male,-1.8059,0.98,0.7743,-2.6105,-0.1687,-0.2934,-1.9354,-1.1285,0.4626,-0.733,0.5693,-1.8939,0.1869,-0.4347,-0.5552,0.8214,-0.0697,-0.7816
286.208,Male,0.3251,0.59,-0.3253,-0.0629,0.4572,0.1744,-0.0165,-0.0721,-0.6583,-0.3247,-0.1015,-0.687,1.2386,0.5761,-0.3184,0.0523,-0.524,0.2705
493.138,Male,-0.5193,-1.72,0.7743,-0.7004,-0.5786,-0.2934,0.333,-1.7421,-2.5375,-0.2661,-0.1015,-1.8939,-1.566,0.1123,-0.6659,1.8839,-1.8876,-1.272
388.189,Female,-1.2244,-1.72,0.5984,-2.263,0.1915,0.1744,-2.0409,0.3878,-0.6583,0.1956,-0.1015,-1.1597,-1.2568,1.8524,1.4685,0.1222,1.2421,-1.272
396.652,Male,0.0876,0.21,0.7743,-0.1459,0.1041,0.6797,-0.1536,0.3048,1.0844,0.1956,-0.1015,0.4637,-0.5928,0.5761,-0.9165,-0.4089,-0.663,0.2705
423.12,Female,-1.8099,-1.72,-1.6391,-3.3919,-2.2652,-2.2177,-5.649698999,0.0429,0.088264174,0.1956,-0.1015,0.4637,-0.5928,0.5761,-0.8632,-0.7391,1.2421,1.900989065
490.36,Female,-1.0842,0.21,-0.9181,0.4107,-0.5786,-0.2934,1.2943,0.4712,-0.6583,2.0054,0.9982,1.3423,-0.5928,0.3468,-0.1136,0.1222,0.409,0.8232
372.85,Male,-1.4916,-1.72,0.2012,-1.4741,-0.5786,-0.4141,-0.6231,0.1372,0.0042,0.1956,-0.1015,-0.9295,0.1869,0.5761,0.6818,0.1222,-0.0697,0.2705
402.866,Female,-0.0697,0.59,-0.9181,-0.3308,-0.5786,-0.2934,-0.8694,-0.8646,0.0281,1.1811,0.5693,-0.687,-0.5928,0.5761,-0.4415,0.1222,0.8207,0.2705
425.828,Male,0.4819,-0.57,-1.1311,-0.7295,-0.5786,-1.2931,0.0895,-1.793,-1.1507,0.7871,0.6291,-1.2792,-1.7285,1.2329,-0.8476,1.1971,-0.0697,-0.1632
484.524,Male,-1.2546,0.21,0.7743,-2.3345,-0.1687,0.1744,-2.3112,-0.1042,1.0844,-0.2661,-0.1015,0.4637,1.2386,0.5761,-0.0633,1.8839,0.409,0.2705
444.396,Female,-0.4979,-0.18,-0.3253,-0.4415,-0.4708,-0.6894,-0.3918,-0.2704,0.0281,-0.6888,-0.1015,0.1097,-0.5928,-1.3162,-1.186,1.8839,0.409,0.2705
511.429,Female,-0.8069,0.59,-0.3253,-0.2007,-0.1687,-0.8547,-0.1536,-0.2704,-0.6583,-0.2661,-0.1015,0.4637,-0.5928,-0.4347,-0.3184,1.8839,-0.0362,0.2705
449.13,Female,-0.4887,-1.72,-0.3253,0.502,-2.2652,-2.2177,0.3875,0.5915,-2.5375,0.0113,-0.1015,-0.2006,-0.5928,1.8524,-1.4078,0.1222,-1.8876,0.2705
624.973,Male,0.3006,0.59,-0.3253,-0.8498,0.4572,-0.2934,-0.7308,0.7942,-0.6583,-0.2661,-0.1015,0.4637,-1.1176,-0.4347,-0.4509,1.8839,-1.126,-1.272
494.838,Male,1.9908,-0.57,-1.1311,1.8214,0.0183,-1.471,3.601,-2.7114,-1.1507,-0.733,-0.9834,-1.8939,0.1869,0.5761,-0.2311,1.2374,-0.0362,-1.272
427.784,Female,0.1137,0.21,-1.1311,-0.1031,-0.5786,-0.2934,0.8607,-0.037,1.0844,0.849,1.8164,-1.8939,-0.5928,1.8524,-0.1033,0.402,1.2658,0.2705
354.767,Female,-0.1075,-0.18,-1.6391,0.8199,-2.2652,-2.2177,1.2943,0.8942,1.0844,-2.345,-2.7365,-1.8939,1.2386,1.8524,0.1108,1.8839,2.7752,-1.272
649.841,Female,0.6975,0.59,2.0165,0.0069,-0.1716,1.8245,0.1118,2.6131,1.0844,-0.2661,0.6291,-0.687,-1.566,0.8347,0.6818,1.8839,-1.126,-1.272
521.911,Female,0.2728,-0.95,1.251,-1.5328,0.5437,-0.2934,-1.6376,-0.1463,-0.6583,0.1956,0.5693,-1.8939,-0.5928,0.1123,-1.1002,0.1222,1.2421,0.2705
383.508,Female,-0.8402,0.59,2.0165,-1.5571,2.0073,1.8245,-1.5044,0.0674,0.0083,0.1956,-0.1015,-0.13,0.1038,0.5761,-0.3184,0.1222,0.409,0.8232
340.427,Male,-1.3751,-0.18,-0.0363,-1.638,0.4572,0.1744,-0.94,-0.2704,0.0083,-0.5707,-0.7233,-0.3799,0.1869,1.8524,-0.3184,0.8214,-0.663,0.2705
409.578,Female,-0.2786,-1.72,0.2012,-0.7032,0.8329,-0.5905,-0.1536,-0.9016,-0.6583,0.1956,-0.1015,-0.687,-0.5928,0.5761,0.1731,0.1222,1.2421,0.2705
377.896,Female,0.9923,0.59,-0.3253,0.7813,-0.5786,0.1744,1.8669,0.2921,-0.6583,-0.5886,-1.1187,-0.3799,1.2386,-0.094,-0.1808,1.8839,-0.6311,1.1904
621.224,Male,0.0503,0.21,-0.3253,0.0605,0.4599,1.8245,0.0059,-0.3087,1.0844,-0.6888,1.1448,-1.8939,-3.0666,-0.2151,-2.4306,1.1971,0.5371,-0.7816
357.936,Female,-0.4131,-1.72,-0.3253,-0.0435,-0.5786,-1.0615,-0.2047,0.0127,1.0844,-0.4112,1.1448,-1.8939,0.1038,1.8524,-0.0998,1.8839,0.5082,-1.272
318.21,Male,-0.2322,-0.18,2.0165,-0.2149,1.1813,0.9684,-0.3918,0.9683,1.0844,2.0054,0.9982,-0.5722,1.2386,1.2329,1.4326,1.8839,-0.6311,-1.272
358.493,Male,0.0863,-1.72,0.9044,0.5792,-0.9282,0.636,0.9144,-0.2704,0.4667,-0.2661,1.8164,-1.8939,-0.3236,1.8524,0.3349,1.8839,-1.126,-1.272
386.736,Male,-1.7309,-1.72,-0.3253,-2.5025,-0.5786,0.1744,-1.7779,-0.2704,1.0844,2.0054,1.8164,-0.687,0.1038,0.3468,2.7249,-0.4419,-1.8876,-1.272
440.008,Female,-0.7748,0.21,0.0728,-0.4952,-0.2644,-0.8687,-0.3629,-0.2704,0.4667,-0.2661,-0.6545,1.1911,-1.3186,-0.4347,-0.77,0.8214,0.9065,1.1904
391.501,Female,-1.3061,-1.72,-0.7784,-2.0124,-0.5786,-0.6413,-1.9827,-1.1538,-0.6583,-0.4112,-0.1015,-0.687,-1.8489,0.5761,-0.8458,-1.0985,1.137,2.0692
396.314,Female,-0.3334,-1.72,2.0165,-0.3595,1.1853,0.1744,-0.6231,0.5046,1.0844,0.1956,1.8164,-1.8939,1.2386,1.8524,2.7249,1.8839,2.7752,1.6524
268.809,Male,-0.1065,0.21,-0.6555,0.1768,-1.4537,-1.0214,-0.722,-0.6362,-0.6583,-1.2708,-1.154,0.4637,-1.4539,-1.3162,-0.9165,0.1222,1.2421,1.6524
284.2,Male,0.8723,-0.18,-0.3253,0.0878,-0.5786,0.1744,0.2111,0.0879,-0.6583,0.1956,-0.1015,0.1097,-1.1176,0.4317,-0.9879,0.1222,1.1604,0.2705
551.679,Male,-0.6198,0.59,0.8654,-0.2417,-0.1687,0.2598,-0.6068,-0.9609,0.0281,0.7871,0.5693,-1.059,-1.6203,-1.526,-0.7814,0.1222,0.0755,-1.272
476.763,Male,-0.3275,0.98,0.2012,-0.2933,0.4599,-0.2934,-0.3629,-1.7421,0.4667,-0.733,-1.071,0.8794,0.7301,-0.4347,0.1935,1.8839,-1.126,-1.272
577.91,Male,-0.8405,-0.18,-1.256,-0.6024,0.1067,0.636,-0.349,-0.4389,1.0844,-0.2047,-0.707,0.0208,-1.8489,-0.8444,-1.0349,0.1222,0.409,0.024004402
187.243,Female,-0.0449,0.59,0.9044,0.0103,-1.4494,-0.8967,1.2943,-2.7114,1.0844,-2.345,1.8164,1.8905,-1.8489,-0.6331,-1.389,1.8839,2.7752,-0.4593
380.99,Female,-0.9108,-1.34,-1.6391,-0.916,-1.4537,-0.2934,0.0895,-0.745,1.0844,0.1956,1.0596,-0.3799,-1.8489,-0.6331,-2.0711,-1.0985,1.2421,2.0692
682.943,Female,0.4132,1.36,1.1522,0.9387,0.4599,1.1908,-0.1536,1.7916,1.0844,1.1811,0.5693,0.8794,-0.5928,0.3133,-0.3184,0.1222,-1.8876,-0.4593
681.354,Female,0.5454,0.98,0.7743,0.1072,0.1067,1.8245,0.2111,1.0781,1.0844,1.2643,-0.1015,1.4083,-0.5928,0.8347,-0.9836,1.1971,-1.8876,0.2705
497.989,Male,0.4992,0.21,0.2012,0.1912,-1.0467,-1.725,-0.3419,0.0127,0.0281,0.1956,0.6291,-0.687,-0.5928,0.0337,-0.3184,0.1222,-0.0697,0.2705
618.387,Male,0.1837,0.98,2.0165,-0.0566,0.8329,0.5665,0.9144,1.0781,-0.6583,-0.2661,-0.1015,0.9109,1.2386,0.5761,-0.3184,0.1222,-0.0697,-1.272
520.826,Male,0.1197,0.59,0.5121,0.5281,0.1067,-0.2934,-0.0013,1.0781,-1.1507,-0.2047,-1.034,1.8905,0.1038,-0.4347,-0.6693,1.0657,-0.0362,0.7192
546.293,Female,1.1248,-0.18,-0.3253,0.7468,-0.4708,0.1744,0.9144,0.5046,0.0083,-0.9792,-0.1015,-0.687,0.1869,0.1123,-0.3184,-0.4089,-0.0697,0.2705
611.061,Female,-1.3942,-0.026112127,1.3514,-1.6457,2.0073,1.8245,-1.2275,1.4205,0.0083,-0.2047,1.1448,1.8905,-0.5928,-0.094,-1.4101,1.2374,0.0755,-0.8863
516.863,Male,0.7294,0.21,-1.6391,-0.1397,-0.5786,-0.2934,0.3443,-0.5262,-0.6583,-0.6888,-1.071,0.4637,-0.5928,-1.3457,-0.7814,0.1222,0.5082,0.8232
595.389,Female,0.16,0.21,-0.3253,0.0985,-2.2652,-0.5905,0.4826,0.5935,1.0844,1.2643,1.0596,1.8905,-1.8489,1.1969,-0.9065,0.1222,-1.126,-1.272
516.9,Male,0.8418,0.59,0.5121,2.0019,-0.1716,0.6797,0.5236,1.3468,1.0844,2.0054,1.1448,1.3423,-0.5928,0.1123,0.1589,1.8839,0.5371,0.2705
561.113,Female,1.3286,0.98,1.5844,1.451,1.323,1.3209,1.8669,2.6131,1.0844,0.571,1.0596,1.4083,-0.5928,1.8524,1.4903,1.2374,-1.8876,-1.272
533.162,Male,1.0522,-0.18,1.5844,0.8274,2.0073,1.8245,0.3692,-0.5262,1.0844,2.0054,1.8164,1.0671,-1.1176,1.8524,-0.6501,1.0657,-1.8876,-0.7816
621.79,Female,0.9292,0.59,-0.3253,-0.0807,0.4572,1.8245,1.2943,1.7513,1.0844,-0.2047,-0.1015,0.8794,-0.5928,1.1101,-1.0523,-0.7391,0.9065,1.1904
349.33,Male,0.3865,-1.72,0.7743,1.016,0.1041,0.1744,0.3443,-0.4556,1.0844,0.1956,-0.1015,-0.3799,0.7301,0.8347,-3.2367,-0.825,1.2421,0.8232
280.247,Female,-0.6289,-1.72,2.0165,-1.1345,0.5464,0.1744,-0.6068,-0.4556,-0.6583,-0.5707,-0.1982,0.176,1.2386,-2.0701,0.3163,1.8839,0.1856,1.6524
574.212,Male,1.2082,0.59,0.5121,0.7509,0.4572,0.1744,0.3443,0.2694,0.0083,-1.7009,-0.1015,0.052,-0.5928,0.3468,0.0348,0.1222,-0.0697,0.2705
482.517,Female,-0.531,-0.18,0.5121,-0.4874,0.635,-0.2934,-0.5503,-0.1542,0.0281,0.3709,0.0273,0.052,1.2386,0.3468,-0.5809,0.1222,-0.0362,-0.7816
504.668,Female,0.9181,0.98,0.5984,0.2585,1.1853,-0.8687,0.3692,0.0995,0.0281,-2.345,-2.7365,0.9606,0.3385,-0.6331,0.2968,0.6632,-0.0362,-1.272
286.716,Female,0.5102,-0.57,0.7743,-0.677,0.1915,0.1744,-0.3205,-0.3553,1.0844,0.1956,-0.1015,0.4637,-1.8489,0.5761,-1.0491,-0.4419,0.795,-1.272
632.17,Male,-0.1246,1.36,0.5121,-0.1002,0.836,1.3209,0.0595,0.5572,0.0281,-1.3898,0.6291,0.3335,1.2386,-0.094,-0.0845,0.8214,-0.524,-0.7816
569.249,Female,0.1571,0.21,-0.3253,1.1385,0.2783,1.8245,0.6901,-0.2704,1.0844,1.2643,0.5693,0.4637,1.2386,0.9703,-0.3184,1.2374,1.3451,-1.272
736.63,Female,1.1183,1.36,2.0165,0.5527,2.0073,1.8245,-0.3827,2.6131,1.0844,0.3709,1.1448,1.8905,-0.5928,1.8524,0.3241,1.8839,-1.8876,-1.272
658.469,Female,0.7713,1.36,-0.0363,-0.355,0.1067,0.1744,-0.2321,2.0276,1.0844,1.2643,-0.1015,1.8905,-0.5928,0.1123,-0.3184,1.8839,-0.524,-1.272
465.142,Male,-0.1457,-0.57,1.0514,0.0075,0.1915,0.9888,0.6318,0.1372,1.0844,0.3709,1.8164,-0.7985,0.1869,1.8524,-0.1797,0.1222,-1.126,-0.2888
424.35,Male,3.2545,-0.95,1.0514,5.3188,0.5464,0.1744,3.601,0.0127,0.0083,2.0054,0.9982,0.4637,-0.5928,0.2342,-0.5707,0.1222,-0.0697,0.2705
549.433,Female,0.7331,0.98,-0.0363,0.1639,0.1915,0.1744,0.1042,0.1984,-0.6583,-0.2047,-0.1015,0.4637,-0.5928,-0.8444,-0.7814,-0.5485,0.409,0.2705
494.41,Female,1.4557,-1.72,2.0165,1.2624,2.0073,-0.2934,2.6563,-1.9715,1.0844,-2.345,0.9982,1.8905,1.2386,-1.3162,0.4503,1.8839,-1.8876,-1.272
603.732,Female,0.3984,0.59,2.0165,-0.6102,2.0073,-0.6413,-0.3918,0.2694,0.4626,-0.2661,-0.6545,0.4637,-0.5928,-0.9149,-0.8223,0.1222,-0.524,-1.272
424.486,Male,1.2367,-0.57,0.9044,0.7448,1.323,0.9684,1.8669,0.0293,1.0844,0.0113,0.6291,1.8905,-1.0127,1.8524,-0.4543,-0.7133,0.8207,0.7192
685.035,Male,1.5374,-0.18,0.7743,1.7146,-0.5786,-0.6079,1.2943,0.3252,-1.1507,-0.2661,-0.772,0.0208,-0.5928,-0.8444,-0.6464,0.894589372,1.2658,0.7192
463.861,Male,-0.6442,-1.72,-0.3253,-1.1577,0.4599,-0.6413,-0.6068,0.7546,0.0281,0.1956,-1.071,-1.8939,1.2386,0.0337,0.4951,0.1222,-1.8876,-0.2888
667.045,Female,1.1734,1.36,0.2012,0.9384,-0.0791,-0.6894,0.333,0.1667,-0.6583,-0.2661,-0.6545,0.052,0.1869,-0.4347,-0.3184,0.8214,0.0755,-0.4021
720.408,Female,1.2821,1.36,1.5844,0.5688,1.323,1.8245,0.333,1.1914,0.4667,2.0054,0.5693,1.8905,-0.5928,0.5761,-1.27,1.8839,-0.0362,-1.272
403.417,Male,-1.026063013,-1.21701166,0.040374775,-0.848369652,-0.430788341,-0.638262793,-0.529027027,-2.129106059,-1.026404941,1.213546312,-1.427270209,-0.20362555,-0.469823023,-0.327465772,0.64643067,1.370858194,-1.127614086,0.250793388
763.461,Female,1.6557,0.21,-0.1625,1.4518,-0.9246,-1.519,0.5236,1.5998,0.0281,0.571,0.4221,1.3423,-1.1176,-0.7637,-0.2159,1.2374,-1.0064,-1.272
596.409,Female,0.1004,0.98,0.7743,0.4763,0.5464,0.9276,0.0595,-0.1042,0.4667,0.7871,0.5693,-0.13,-0.5928,0.5761,0.3241,0.8214,-0.524,0.2705
576.563,Female,-0.6488,0.59,1.5844,-1.578,0.4599,0.9276,-1.555,0.2864,0.0083,0.3709,0.7068,-0.5311,1.2386,-0.3152,0.0441,0.1222,-0.0362,-1.272
466.068,Male,1.28,-0.57,-1.256,0.7693,-0.1687,-0.6079,0.6318,0.1499,1.0844,-0.5707,-0.6545,-0.0288,-1.566,0.0337,-1.4917,-0.5485,1.5959,0.7192
607.719,Male,-0.5698,0.59,0.5121,-0.6532,0.635,1.8245,-0.8794,-0.2406,1.0844,0.6314,1.8164,-0.687,1.2386,0.9703,-0.3184,-0.4089,0.5082,-1.272
466.75,Male,1.2625,-1.72,0.299,1.2948,-0.686,-0.6894,1.2943,-1.0555,0.0281,2.0054,0.5693,-0.3799,0.7301,0.2224,2.7249,-0.4089,0.9065,0.7192
587.256,Male,1.2637,0.98,-1.6391,2.4838,-0.5786,-0.3689,3.601,-0.9395,-1.1507,-0.4631,1.8164,1.0671,0.1869,1.8524,-1.9022,0.1222,0.409,-1.272
606.432,Male,-0.5989,-0.57,-0.3253,0.8365,-1.0504,-0.2934,2.6563,0.6735,1.0844,0.1956,1.1448,-1.1858,-0.5928,0.676,0.4458,0.1222,-0.524,-1.272
522.019,Male,1.3885,0.59,-0.3253,2.203,0.1915,-0.5551,0.6901,1.5806,1.0844,-0.2284,-0.3178,-1.8939,-2.4967,1.8524,-1.516,1.2374,-0.6311,-1.272
489.976,Male,-0.1736,-0.95,-0.3253,0.3573,-0.5786,0.1744,0.3092,-0.2204,1.0844,0.1956,-0.599642093,0.934644302,1.2386,-0.4347,-0.792491453,-1.0985,-0.0697,0.7192
